commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,pop,pctforeign,eAdminhead,eEducationhead,eHospitalHealthInsurance,eHousinghead,eSocialhead,eTotalhead,eTraffichead,eUtilitieshead,lowincome,lowincome_rate,sd_share,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,totalseats,unemp_rate,unemployed,pct1565,crime_vtheft
Aabenraa,2004,51326,116,106,4.80921936,0,8,8,0,0,15588,1174,22041,0.053718071,4.469216347,7.517172337,0,0.543260276,28.47547722,41.5158577,0.930538535,-0.419808537,8523,0.386688441,0.380952388,0,0,3,1,0,6,0,8,0,1,1,0,1,21,0.038609862,851,0.707227468,222
Aabybro,2004,15907,33,12,1.060351729,0,2,2,0,0,7973,563,11317,0.022885924,3.741008997,9.275338173,0,0.746222496,20.39966393,34.31642532,0.808429778,-0.654236972,4101,0.3623752,0.294117659,0,0,0,0,0,9,0,5,0,2,0,0,1,17,0.043827869,496,0.704515338,45
Aalborg,2004,543531,789,584,3.577751875,0,35,35,1,6.13E-06,118579,7828,163231,0.046186078,4.296696186,8.443512917,0,0.94137758,26.79324341,40.14751053,0.901709855,-1.229031205,54986,0.336860031,0.387096763,0,1,3,2,0,9,0,12,1,3,0,0,0,31,0.04768702,7784,0.726449013,1373
Aalestrup,2004,16589,75,15,1.968245745,0,0,0,0,0,5096,508,7621,0.028998818,4.198005676,9.320036888,0,1.160346389,23.58128929,38.87849426,1.092507601,-0.473691106,2853,0.374360323,0.266666681,0,0,0,0,0,6,0,4,0,0,0,0,5,15,0.02755544,210,0.668678641,90
Aars,2004,24337,126,28,2.101786375,0,0,0,0,0,9067,768,13322,0.029349947,4.276910305,9.201170921,0,0.928539276,23.30198097,37.8949852,0.610944331,-0.424560875,5580,0.418856025,0.210526317,0,0,6,0,0,7,0,4,0,0,0,0,2,19,0.029425012,392,0.680603504,154
Aarup,2004,9339,35,3,0.55350554,0,0,0,0,0,3666,321,5420,0.026199263,4.935977936,9.367527962,0,0.975092232,24.30627251,40.02509308,1.051845074,-0.611623645,2222,0.409963101,0.333333343,0,0,2,1,0,5,0,5,1,0,0,0,1,15,0.025461255,138,0.676383793,38
Albertslund,2004,140094,227,164,5.754789829,2,5,3,0,0,21054,1800,28498,0.10586708,5.688118458,12.93308258,0,1.577198386,31.32402229,52.33700562,1.013229012,-0.198645517,11769,0.412976354,0.523809552,0,0,2,2,0,2,0,11,0,3,0,1,0,21,0.035581443,1014,0.738788664,391
Allerød,2004,25800,177,52,2.219850779,0,0,0,0,0,16190,1368,23425,0.033895411,4.965592384,10.86975479,0,0.921408772,19.58642387,37.07039642,1.032913566,-0.30569905,8946,0.381899685,0.142857149,0,0,6,0,0,6,0,3,1,4,0,0,1,21,0.018441835,432,0.691141963,229
Arden,2004,18143,27,15,1.755823493,0,0,0,1,0.000117055,5772,538,8543,0.025400912,3.884115696,9.421514511,0,0.418354213,23.34964371,37.34460831,0.827929318,-0.556947231,3313,0.387802869,0.466666669,0,0,0,0,0,5,0,7,0,0,0,0,3,15,0.034648251,296,0.675640881,42
Assens,2004,33662,43,48,4.438280106,0,2,2,0,0,7388,591,10815,0.037263062,4.654646397,8.555247307,0,0.787702262,28.45853043,42.78881073,0.726490974,-0.393804908,4340,0.4012945,0.466666669,0,0,2,1,0,5,0,7,0,0,0,0,0,15,0.03809524,412,0.683125317,91
Augustenborg,2004,8494,10,16,2.423141003,0,0,0,0,0,4547,347,6603,0.026805997,4.404967308,8.769195557,0,0.660608828,20.13554382,34.57458878,1.134635806,-0.53036499,2412,0.365288496,0.307692319,0,0,2,0,0,4,0,4,0,0,0,0,3,13,0.020899592,138,0.688626409,26
Aulum-Haderup,2004,8196,24,8,1.195100188,0,0,0,0,0,4566,396,6694,0.023005677,3.886913538,7.56931591,0,0.655064225,21.50687218,34.72721863,1.252912998,-0.143860176,2825,0.42201972,0.200000003,0,1,2,0,0,7,0,3,0,0,0,0,2,15,0.027487302,184,0.682103395,32
Ballerup,2004,146010,345,155,3.325466633,2,10,8,0,0,32951,2109,46610,0.0577773,5.662861824,9.870564461,0,0.909289837,33.45728302,50.28530502,0.569748998,-0.184445396,14948,0.320703715,0.639999986,0,0,2,1,0,4,0,16,0,2,0,0,0,25,0.02417936,1127,0.70695132,500
Billund,2004,14621,33,16,1.838024139,1,2,1,0,0,6085,442,8705,0.030557152,4.751866817,10.04284859,0,1.41838026,20.5337162,37.59919739,1.172544479,-0.320160836,3978,0.456978738,0.230769232,0,0,0,0,0,8,0,3,0,0,0,0,2,13,0.024928203,217,0.699023545,49
Birkerød,2004,37178,223,40,1.842044592,0,0,0,0,0,14626,1358,21715,0.055906057,4.27299118,10.37167835,0,0.639327645,22.08758926,37.65406418,0.536311328,-0.253833741,8304,0.38240847,0.117647059,0,0,4,0,0,5,0,2,1,0,0,0,5,17,0.019341469,420,0.673543632,263
Bjergsted,2004,27349,55,23,2.883651018,0,1,1,1,0.000125376,5644,491,7976,0.032848544,4.628510475,8.012036324,0,0.694207609,27.6915741,41.95473862,1.49536109,-0.566950858,2732,0.342527568,0.176470593,0,0,0,1,0,7,0,3,0,0,0,0,6,17,0.040371113,322,0.707622886,78
Bjerringbro,2004,29525,53,17,1.223990202,0,3,3,0,0,9500,717,13889,0.027863776,3.782489777,9.042263985,0,0.620203018,21.87090492,35.80704117,0.736986101,-0.245806038,5566,0.400748789,0.315789461,0,1,3,0,0,9,0,6,0,0,0,0,0,19,0.020447837,284,0.683994532,70
Blåbjerg,2004,7510,39,13,1.995089054,0,0,0,0,0,4324,393,6516,0.043124616,5.518723011,9.08011055,0,1.115408182,20.25230217,37.19935608,1.738643289,-0.505831778,2924,0.448741555,0.090909094,0,0,0,0,0,4,0,1,0,0,0,0,6,11,0.02102517,137,0.663597286,52
Blåvandshuk,2004,7012,2,14,3.205128193,0,0,0,1,0.000228938,2963,217,4368,0.038003664,5.763507366,10.30334282,0,1.389423132,20.69597054,39.18521118,1.865842462,-0.832875431,2181,0.499313176,0.230769232,0,0,2,0,0,4,0,3,0,0,0,0,4,13,0.020833334,91,0.678342462,16
Bogense,2004,13760,24,16,2.505088568,0,0,0,2,0.000313136,4376,335,6387,0.030530766,4.635196686,9.009551048,0,0.721308887,25.99279785,40.59057617,0.81196177,-0.580241144,2561,0.400970727,0.400000006,0,0,2,1,0,4,0,6,0,0,0,0,2,15,0.038046032,243,0.685141683,40
Bornholm (excl. Christiansø),2004,134961,33,158,3.617795944,0,8,8,2,4.58E-05,30078,2463,43673,0.032239597,6.363909245,10.06093025,620392,0.806837201,30.54232597,63.72964859,1.981475949,-0.231218368,17359,0.397476703,0.428571433,0,1,2,1,0,25,0,33,0,2,0,0,13,77,0.052343555,2286,0.688709259,191
Bov,2004,13417,62,44,4.38640213,13,13,0,0,0,7120,641,10031,0.100986943,4.723756313,8.66653347,0,0.686870694,23.10308075,38.22340775,1.577908516,-0.534742296,4266,0.425281614,0.352941185,0,0,3,1,0,7,0,6,0,0,0,0,0,17,0.030106669,302,0.709799647,106
Bramming,2004,29301,45,31,2.274728537,0,5,5,0,0,9268,742,13628,0.027370119,3.759906054,10.30209827,0,0.432858825,22.0755806,36.96632004,0.913046658,-0.517170548,5699,0.418183148,0.235294119,0,0,3,0,0,8,0,4,1,0,0,0,1,17,0.022967421,313,0.68007046,76
Bramsnæs,2004,24908,36,19,2.051171303,0,0,0,0,0,6569,469,9263,0.025801577,4.64288044,9.573140144,0,0.55219692,23.41962624,38.17035675,0.607794464,-0.62528336,3388,0.365756243,0.466666669,0,0,0,1,0,7,0,7,0,0,0,0,0,15,0.026773185,248,0.709165514,55
Brande,2004,11729,52,34,3.861442327,0,2,2,0,0,6004,450,8805,0.051788755,4.419875145,9.136854172,0,0.530607581,23.41283417,38.92731476,1.448040843,-0.020897217,3741,0.42487222,0.13333334,0,1,0,0,0,2,0,2,0,0,0,0,10,15,0.028279386,249,0.681885302,86
Bredebro,2004,6781,20,11,2.964160681,0,0,0,0,0,2493,256,3711,0.033683643,4.783616066,10.26381016,0,0.776340604,24.06197739,40.6022644,0.980867684,-0.264349222,1670,0.450013459,0.384615391,0,0,1,0,0,6,0,5,0,0,0,0,1,13,0.035839397,133,0.671786606,31
Broager,2004,13867,6,10,1.584032893,0,0,0,0,0,4345,391,6313,0.036591161,4.154443264,8.970378876,0,0.57532078,22.73895073,37.25106812,1.039917588,-0.227942348,2567,0.406621248,0.545454562,0,0,1,1,0,3,0,6,0,0,0,0,0,11,0.026928561,170,0.688262343,16
Broby,2004,12654,35,10,1.594133615,0,0,0,0,0,4308,312,6273,0.02136139,4.264785767,9.73856163,0,0.369201332,25.97114563,41.18906403,1.147935629,-0.302566558,2321,0.369998395,0.333333343,0,0,1,1,0,8,0,5,0,0,0,0,0,15,0.029172644,183,0.686752737,45
Brovst,2004,12467,19,9,1.07745719,0,0,0,0,0,5693,488,8353,0.024901234,4.132766724,8.894289017,0,0.798156381,23.8829155,38.55105972,0.980007172,-0.137076497,3087,0.369567811,0.411764711,0,0,0,1,0,6,0,7,0,0,0,0,3,17,0.044894051,375,0.681551516,28
Brædstrup,2004,14237,55,7,0.804782748,0,0,0,0,0,5941,458,8698,0.028282363,4.365831375,8.974592209,0,0.544722915,20.72568321,35.41526794,1.372154474,-0.567716718,3450,0.396642894,0.266666681,0,0,0,2,0,7,0,4,0,0,0,0,2,15,0.026212923,228,0.683030605,62
Brøndby,2004,139379,211,178,5.128500462,0,10,10,1,2.88E-05,24312,1903,34708,0.09951596,5.509652138,11.48922443,0,1.022156239,32.39457703,50.81390381,0.68652761,-0.28823325,12067,0.347672015,0.684210539,0,0,1,2,0,2,0,13,0,1,0,0,0,19,0.03103031,1077,0.700472534,389
Brønderslev,2004,48612,153,58,2.878269196,0,2,2,0,0,13721,1139,20151,0.024316411,4.199047089,8.746712685,0,0.583494604,26.21487808,39.47992706,0.930871904,-1.195077181,8411,0.417398632,0.428571433,0,0,1,1,0,9,0,9,0,1,0,0,0,21,0.041834153,843,0.680909157,211
Brørup,2004,8849,48,17,2.610164165,0,2,2,0,0,4399,327,6513,0.022723783,4.504836559,8.805005074,0,0.328880697,22.62336922,37.05250931,1.124673724,-0.334254563,2498,0.383540601,0.384615391,0,0,1,0,0,7,0,5,0,0,0,0,0,13,0.022877323,149,0.675418377,65
Børkop,2004,14965,60,36,3.201138258,0,0,0,0,0,7798,526,11246,0.021874445,3.948603868,8.783567429,0,0.695180535,21.18566513,34.77716446,0.81193316,-0.647785902,3973,0.35328117,0.533333361,0,0,0,0,0,5,0,8,0,0,0,0,2,15,0.024008537,270,0.693402112,96
Christiansfeld,2004,18901,51,23,2.395583868,0,0,0,0,0,6545,628,9601,0.024476618,4.21529007,9.103530884,0,0.582647622,21.91167641,35.56556702,1.049682379,-1.297260761,3781,0.393813133,0.176470593,0,0,2,2,0,7,0,3,1,2,0,0,0,17,0.025830643,248,0.681699812,74
Copenhagen,2004,,2428,2230,4.445206165,50,242,192,6,1.20E-05,381574,29742,501664,0.112858407,6.056131363,7.224674225,7146947,1.821021676,34.74154663,62.94519424,0.458549947,-1.603212476,141172,0.281407475,0.290909082,1,0,4,4,0,11,0,16,5,9,0,5,0,55,0.038539741,19334,0.76061666,4658
Dianalund,2004,18390,76,12,1.632875204,0,1,1,0,0,5070,426,7349,0.026942441,4.48401165,8.99428463,0,0.704857826,28.12464333,42.79153442,0.931419253,-0.447679967,2630,0.35787183,0.266666681,0,0,6,0,0,4,0,4,0,1,0,0,0,15,0.042999048,316,0.689889789,88
Dragsholm,2004,40017,101,30,2.190580606,0,0,0,0,0,9609,757,13695,0.025775831,4.102811337,8.911500931,0,0.808981359,28.59978104,43.28849792,0.988755047,-0.123329684,5840,0.426432997,0.428571433,0,0,3,1,0,6,0,9,0,2,0,0,0,21,0.030814165,422,0.701642931,131
Dragør,2004,16237,42,22,1.682471752,0,0,0,0,0,9023,800,13076,0.049174059,5.292291164,8.8885746,0,0.646604478,21.92941284,37.6799469,1.338788629,-0.415723473,5545,0.424059331,0.13333334,0,0,3,0,0,4,0,2,0,0,0,0,6,15,0.019960232,261,0.690042853,64
Dronninglund,2004,30982,107,21,1.367454529,0,1,1,0,0,10450,962,15357,0.023897897,3.834928751,8.197629929,0,0.933124959,24.9079895,38.4018364,1.109266162,-0.581103086,6412,0.417529464,0.285714298,0,0,1,0,0,9,0,6,0,1,0,0,4,21,0.04265156,655,0.68047142,128
Ebeltoft,2004,41731,31,26,1.74379611,0,0,0,0,0,10420,797,14910,0.034272302,4.805298328,8.63782692,0,0.488531172,25.95486259,40.83856583,1.443796158,-0.491750509,6040,0.405097246,0.210526317,0,0,0,0,0,5,0,4,0,5,0,0,5,19,0.041851107,624,0.698859811,57
Egebjerg,2004,23964,16,9,1.015342951,0,0,0,0,0,5981,501,8864,0.023465704,4.01658392,9.621276855,0,0.115861915,24.16662979,38.86529922,1.215478301,-0.270532489,3249,0.366538823,0.294117659,0,0,2,0,0,6,0,5,1,0,0,0,3,17,0.042644404,378,0.674751818,25
Egtved,2004,23994,106,13,0.856615722,0,0,0,0,0,10419,814,15176,0.022140222,3.359646797,9.038811684,0,0.355693191,20.32413101,33.83889008,1.285055399,-0.524446487,5541,0.36511597,0.210526317,0,0,2,2,0,10,0,4,0,1,0,0,0,19,0.025632577,389,0.686544538,119
Egvad,2004,14134,48,12,1.261962295,0,4,4,0,0,6380,545,9509,0.035229784,4.326217175,8.855084419,0,0.567777872,23.02534485,37.08202744,0.88474077,-0.57713747,4109,0.432116956,0.352941185,0,1,0,0,0,8,0,6,0,0,0,0,2,17,0.023977285,228,0.67094332,60
Ejby,2004,25863,78,13,1.293146253,0,0,0,0,0,6792,526,10053,0.027355019,4.259723663,8.47637558,0,0.497861326,26.49726486,40.75897598,1.128220439,-0.100467525,4359,0.433601916,0.294117659,0,0,1,1,0,7,0,5,1,1,0,0,1,17,0.026857654,270,0.675619245,91
Esbjerg,2004,352276,689,335,4.065731525,1,37,36,1,1.21E-05,58952,3812,82396,0.050560705,3.934001684,8.642895699,0,0.548363984,30.38214302,43.33666611,0.911136448,-1.08187294,29475,0.357723683,0.360000014,0,0,1,1,0,11,0,9,0,3,0,0,0,25,0.031154426,2567,0.715471625,1024
Faaborg,2004,21329,39,48,2.769603729,0,2,2,0,0,11786,972,17331,0.028099937,4.442155838,7.243898392,0,0.683745861,26.9679184,40.81668854,1.479487658,-0.000519301,7037,0.406035423,0.285714298,0,0,2,1,0,7,0,6,1,1,0,0,3,21,0.034446944,597,0.680053055,87
Fakse,2004,37513,107,26,2.099483252,0,1,1,0,0,8675,821,12384,0.027293282,4.59375,7.79578495,0,0.561773241,27.14623642,40.39042282,1.108930826,-0.816052973,5207,0.420461893,0.470588237,0,0,1,1,0,2,0,8,0,0,0,0,5,17,0.025839793,320,0.700500667,133
Fanø,2004,6155,2,9,2.84001255,0,0,0,0,0,2248,204,3169,0.038182393,6.031555653,7.995582104,0,1.580940366,21.609972,38.04102325,1.651309609,-0.828337014,1642,0.518144548,0.090909094,0,0,5,0,0,2,0,1,0,0,0,0,3,11,0.032502368,103,0.709372044,11
Farsø,2004,15409,109,29,3.580688953,0,0,0,0,0,5483,524,8099,0.030621065,3.682923794,8.373379707,0,0.634275854,26.01716232,38.93974686,1.073959708,-0.841955781,3153,0.38930732,0.200000003,0,0,2,0,0,6,0,3,0,0,0,0,4,15,0.029509816,239,0.676997185,138
Farum,2004,48301,195,61,3.295694113,0,0,0,0,0,12746,1207,18509,0.082608461,5.376573563,11.31098366,0,9.017072678,25.81284714,51.85990524,0.703495622,-0.361067593,8459,0.457020909,0.105263159,0,0,1,0,0,11,0,2,0,4,0,0,1,19,0.021286942,394,0.688637972,256
Fjends,2004,8840,8,10,1.229105115,0,0,0,0,0,5519,528,8136,0.026425762,3.840708017,9.052605629,0,0.553220272,19.80223656,34.01733017,0.842428684,-0.073869221,4101,0.504056036,0.200000003,0,0,0,1,0,8,0,3,2,1,0,0,0,15,0.025934121,211,0.678343177,18
Fjerritslev,2004,10167,25,18,2.113420248,0,0,0,0,0,5654,534,8517,0.022425737,4.232945919,9.629446983,0,0.56111306,23.31701279,38.44534302,1.036632657,-0.331806988,3787,0.44464013,0.235294119,0,0,0,0,0,7,0,4,0,0,0,0,6,17,0.03522367,300,0.663848758,43
Fladså,2004,15789,66,5,0.661988616,0,0,0,0,0,5338,482,7553,0.026214749,4.11624527,8.576459885,0,0.53290081,21.42883682,35.11465454,1.094664335,-0.634449899,3068,0.406196207,0.266666681,0,0,1,0,0,9,0,4,0,1,0,0,0,15,0.028333113,214,0.706739068,71
Fredensborg-Humlebæk,2004,45329,189,41,2.052257538,0,0,0,0,0,13855,1269,19978,0.046801481,4.331814766,9.93788147,0,0.69816798,24.4446888,38.87165833,0.852687955,-1.39358294,7791,0.389978975,0.263157904,0,0,4,1,0,6,0,5,1,2,0,0,0,19,0.023025328,460,0.693512857,230
Fredericia,2004,212554,382,198,4.052643299,0,11,11,0,0,34338,2205,48857,0.04136562,4.106781006,8.476410866,0,0.672165692,29.29660034,43.79196548,0.832101822,0.407904714,17517,0.358536124,0.428571433,0,0,2,1,0,6,0,9,0,2,0,0,1,21,0.037906542,1852,0.702826619,580
Frederiksberg,2004,341206,316,273,2.976417542,1,12,11,1,1.09E-05,67392,4072,91721,0.076590963,4.247849464,6.72713995,1467663,1.106431484,28.85941124,57.77941895,1.088605642,-0.251403719,22351,0.243684649,0.200000003,0,0,13,1,0,2,0,5,1,2,0,1,0,25,0.032893229,3017,0.734749973,589
Frederikshavn,2004,112938,135,103,3.010551453,0,1,1,0,0,24149,1736,34213,0.030631632,4.718323231,8.035279274,0,0.880571723,26.64107132,40.25300217,0.818314672,-0.840557694,12748,0.372606903,0.380952388,1,0,1,1,0,8,0,8,0,2,0,0,0,21,0.054862186,1877,0.705842793,238
Frederikssund,2004,41078,66,51,2.767227411,0,2,2,0,0,12981,835,18430,0.037655994,4.710309505,10.22772694,0,0.588551283,25.35029793,40.92094421,0.888551295,-0.844492674,6254,0.339338034,0.400000006,0,0,3,0,0,4,0,6,0,1,0,0,1,15,0.025990233,479,0.704340756,117
Frederiksværk,2004,49796,111,88,4.329856396,0,5,5,0,0,14456,960,20324,0.054369219,5.246161938,10.3591814,0,0.866856933,28.90134811,44.45871735,0.679000199,-1.593829989,6541,0.321836263,0.600000024,0,0,0,1,0,3,0,9,0,0,0,0,2,15,0.031932689,649,0.711277306,199
Fuglebjerg,2004,19725,25,20,3.046458483,0,0,0,0,0,4460,479,6565,0.021020563,5.414013863,8.859405518,0,0.71865958,25.49398232,41.08910751,1.050723553,-0.447677076,2972,0.452703744,0.200000003,0,0,3,0,0,4,0,3,0,0,0,0,5,15,0.034881949,229,0.679360271,45
Funen County,2004,,3422,1688,3.553070784,1,32,31,5,1.05E-05,332616,24787,475082,0.041277084,4.363244534,8.637978554,0,0.505476952,27.10278511,40.46319199,0.97351402,-1.119804621,184769,0.388920218,0.362549812,0,0,56,18,0,170,0,182,12,24,0,1,39,502,0.036187436,17192,0.70012337,5110
Galten,2004,25008,87,11,1.004199386,6,6,0,0,0,7691,529,10954,0.030765017,3.551396847,9.242012024,0,0.491692543,20.70339584,34.37054825,0.865802467,-0.483750224,4285,0.39118129,0.333333343,0,0,0,0,0,9,0,5,1,0,0,0,0,15,0.028665328,314,0.70211792,98
Gedved,2004,20342,86,12,1.193673611,0,0,0,0,0,6883,550,10053,0.026459763,3.897742033,9.389435768,0,0.205112904,21.49945259,35.18899918,0.79687655,-0.599622011,4101,0.407937914,0.333333343,0,0,1,0,0,7,0,5,0,0,0,0,2,15,0.026459763,266,0.684671223,98
Gentofte,2004,106160,475,150,2.183279037,0,3,3,1,1.46E-05,45938,5345,68704,0.062630996,3.968619108,8.355190277,0,1.202273488,22.51963425,35.71218491,0.695054173,-1.028586388,25480,0.370866328,0.05882353,0,0,10,0,0,2,0,1,1,1,0,0,2,17,0.021177806,1455,0.668636441,625
Give,2004,21021,85,27,1.90556848,0,0,0,0,0,9601,877,14169,0.029148141,3.649516582,9.795751572,0,0.320135504,22.02674866,36.58204651,1.658691525,-0.868798077,6181,0.436234027,0.05882353,0,1,0,2,0,5,0,1,0,0,0,0,8,17,0.022513939,319,0.677606046,112
